"s12","s13","s23","u1","u2","u3","Q2","madgraph_azimuthal_average","local_projected_matrix_element","signed_difference","relative_difference"
224409.04982165073,98646.6480572304,241034.549303316,-72128.97116911065,-445293.7395457241,-331918.4180177937,285250.8815504313,4.864997611725699e-10,4.864997611725699e-10,0,"0"
154500.53503120225,403766.583036019,90816.7356062007,-169580.53398621824,-226446.5183706588,-520669.35737108457,267612.55605453963,1.1031232084660584e-10,1.1031232084660539e-10,-4.52364397489937e-25,"4.1007604048052775e-15"
212527.94648877234,305017.78227157105,100651.12699711458,-586925.6630855572,-162929.60778264544,-171892.55952713444,303550.9746378789,8.410941424159912e-11,8.410941424159864e-11,-4.782137916322191e-25,"5.685615527633796e-15"
162243.38004605914,441300.15643544943,110907.2190377491,-720079.0942227943,-49140.14610319173,-199509.63892948232,254278.12373621092,6.68176075804434e-11,6.681760758044478e-11,1.370017889540952e-24,"2.0503845305917678e-14"
39916.17793083892,164765.7286090986,350088.49487582437,-223284.21759044938,-222698.90018723207,-204446.11176097838,95658.82812289806,1.8831654468569912e-9,1.8831654468569846e-9,-6.617444900424222e-24,"3.51400080724121e-15"
43099.42797545633,373929.49615490466,192837.1997207709,-154588.07266329642,-273606.03209011623,-542890.049376445,361218.03027872543,8.665813507303374e-11,8.665813507303461e-11,8.659547037664508e-25,"9.992768746253689e-15"
494983.4823698464,39249.77196539787,55294.135593064886,-387475.37632135075,-231010.11238532953,-70641.65824987661,99599.75702824758,6.128512861328952e-9,6.128512861329002e-9,4.963083675318166e-23,"8.09834912256657e-15"
287695.5100986447,79037.39495092987,337220.62471795373,-103256.31364382035,-712742.9455002642,-154482.18170387647,266527.9110804322,4.03317719795995e-10,4.0331771979599765e-10,2.6366382025127757e-24,"6.537372580223886e-15"
110122.81114577338,495136.9143191733,125818.50285611558,-361710.0319574378,-256588.36206521036,-221900.8436327939,109121.00933437995,1.8130085863896701e-10,1.8130085863896665e-10,-3.618915179919496e-25,"1.9960827582874352e-15"
57292.0308196205,512939.72223739466,103245.49913893311,-569007.7239064277,-58310.5040118382,-204369.08341468975,158210.05913700728,2.0157312574134477e-10,2.015731257413441e-10,-6.72084247699335e-25,"3.3341956931388866e-15"
