s12,s13,s23,u1,u2,u3,Q2,madgraph_azimuthal_average
7.90409152470705449e+04,1.48042121083523292e+05,8.75871469693966501e+04,-2.29820382870687055e+05,-1.79208679527464934e+05,-9.79038958673856105e+04,1.92262774965546938e+05,1.42362797293327699e-09
1.44573668410594371e+05,2.27928281682522502e+05,3.10355070783617208e+05,-4.41718079467546602e+05,-8.42514359286883555e+04,-3.95392543745107367e+05,2.38505038264608302e+05,8.64229006530927407e-11
1.94353012479567114e+05,1.50285121014477685e+05,3.17461548040067195e+05,-3.51696247248964442e+05,-7.28760460536720348e+04,-5.02601326744455495e+05,2.65073938512980123e+05,9.74157540250398455e-11
1.23090171855900247e+05,3.05172112673749507e+05,8.90829531268869760e+04,-2.78834770530968031e+05,-2.31661871577538142e+05,-2.56029151065805461e+05,2.49180555517774745e+05,1.60696501404237932e-10
2.71881230941841262e+05,1.71830515194076579e+05,2.90202505415831693e+05,-2.95144512246052094e+05,-4.86524435861891019e+05,-2.14662638601505168e+05,2.62417335157698020e+05,1.02538396370409417e-10
1.66413904082493711e+05,1.34447275520980824e+05,9.05713434306416166e+04,-6.92820911852283170e+04,-3.14731468451123277e+05,-2.12306559313541307e+05,2.04887595915776765e+05,1.50217547415065827e-09
1.66491166611382680e+05,1.42531175871810177e+05,3.64507002179649775e+05,-1.45065014571763488e+05,-6.40714321457099868e+05,-1.78568734852078836e+05,2.90818726218099648e+05,2.22764317138305212e-10
1.14949704200578271e+05,1.42599119414233428e+05,2.32367470127377746e+05,-9.42839833769247343e+04,-2.89828218549403013e+05,-2.92835887805478007e+05,1.87031795989616192e+05,5.97991773769848702e-10
2.47168237285520998e+05,3.21630785576211201e+04,1.26904955459272518e+05,-2.93699547318068799e+05,-9.84069886416770169e+04,-2.49363813198114891e+05,2.35234077855446143e+05,1.38726034828465130e-09
8.84201119634464849e+04,1.58760804758040176e+05,3.81370102360456876e+04,-3.96831555378825724e+04,-1.78972860572787293e+05,-1.99859400509498286e+05,1.33197489662635868e+05,8.65404349180954368e-09
3.57188097845761076e+04,3.39200604560244130e+05,5.84657465436079947e+04,-4.88234415745483828e+05,-7.97435238442872069e+04,-2.05339775388148992e+05,3.39932554089491896e+05,2.48500502300967663e-10
2.74180704315053590e+05,9.26145393992337922e+04,2.60191071616371453e+05,-4.03004096973011910e+04,-5.24136972371382231e+05,-1.50713470304571587e+05,8.81645370425963920e+04,2.65766041319638850e-09
9.01060175898795133e+04,1.82495065172466886e+05,2.86572193878559337e+04,-1.45688293907237239e+05,-1.40670164235486474e+05,-1.08537041324838385e+05,9.36371973173598672e+04,5.01991569590959771e-09
1.57602992908525455e+05,3.41466254457974428e+04,7.76553715394898172e+04,-2.51272611702499620e+05,-8.05551654763499682e+04,-1.73598786140971002e+05,2.36021573426007933e+05,2.79970805394294234e-09
3.08319093764422752e+05,2.43286161017536069e+05,1.00639333175668202e+05,-5.49973917868462740e+05,-6.61262285172999254e+04,-2.99316776309022680e+05,2.63172334737158264e+05,8.89882271262970106e-11
4.52690999514526920e+04,7.21195498009970324e+04,6.13599277293640189e+05,-1.35624228781183221e+05,-3.94192931830838672e+05,-3.18359118534696405e+05,1.17188352100628312e+05,2.39401336121560867e-09
1.51149869232520083e+05,2.04836446632270818e+04,1.23614501338079412e+05,-3.33744803800951806e+05,-1.24026162429827149e+05,-1.66114753840389778e+05,3.28637704837341968e+05,2.19889939730210839e-09
1.90032851588226767e+05,7.48388092900447664e+04,1.32759797050110647e+05,-2.61984073822437000e+05,-4.98348640297016391e+04,-3.08124641389649711e+05,2.22312121313406155e+05,6.36728487448479641e-10
4.65109018202809966e+04,3.46154200321629818e+05,2.07323455275514978e+05,-2.53332728407748946e+05,-2.78621271454604052e+05,-3.29402010886265431e+05,2.61367453331192897e+05,1.54205154906242623e-10
6.67939386738962785e+04,8.70281298917747918e+04,4.17199329844721768e+05,-1.51171471398661961e+05,-4.64988753677642031e+05,-8.91179261002307176e+04,1.34256752766141522e+05,3.22639200530344686e-09
2.05933737388680835e+05,1.03744550635139545e+05,1.78643423099499778e+05,-3.98347580603802402e+05,-9.38956894056306191e+04,-3.68760696859053860e+05,3.72682255745166913e+05,1.31918663796836195e-10
4.76291063131537638e+05,7.61063717921276693e+04,1.91734537351738691e+05,-5.60906557627317030e+05,-1.98900547048826207e+05,-1.21918381615179504e+05,1.37593514015918918e+05,6.40643498922576626e-10
1.29682133971677380e+05,2.29781020985827519e+05,9.50130747689924319e+04,-4.42323604853570636e+05,-1.82338089414974849e+05,-5.96785518983642978e+04,2.29864016440412379e+05,5.83366734141584485e-10
3.34386266068238765e+04,1.22873612369053793e+05,3.84329398349949275e+05,-1.22258978233723086e+05,-9.25250832142383151e+04,-4.15158186947997485e+05,8.93006110701317375e+04,2.63907253702724420e-09
6.44034271340423147e+04,2.24242311120843748e+05,3.35203805936657824e+05,-2.99372227702574048e+05,-2.82436263175295375e+05,-3.27117452751061064e+05,2.85076399437386310e+05,1.62238174375707443e-10
3.09387568999353680e+04,8.49894136178258923e+04,1.81983682082607032e+05,-1.89011417181087483e+05,-4.44295663835264219e+05,-4.11057045673730754e+04,3.76500932983356237e+05,6.80135339404464301e-09
3.26036615418911679e+05,1.50730634920242592e+05,1.63610421828870254e+05,-5.06920238818463054e+05,-5.94535042973537566e+04,-4.12908377534323779e+05,3.38904448482116219e+05,7.45159603204885683e-11
9.35685736932074797e+04,1.43749480472215451e+05,1.62140033366624994e+05,-6.04955420174689498e+04,-4.02905436553009786e+05,-2.69722418069987209e+05,3.33665309108418005e+05,6.59382386779878570e-10
1.31817445012661337e+05,2.45321871499883215e+05,9.99763635393345321e+04,-7.51996437730344187e+04,-1.53472937845771346e+05,-5.61013405012663570e+05,3.12570306579589844e+05,3.50328535777419658e-10
1.79886586168844922e+05,3.73279501417206484e+04,3.44790455727572669e+05,-1.20812998144487123e+05,-5.11493578506591497e+05,-4.31556489880227527e+04,1.13457233600963271e+05,6.87501250288783082e-09
1.50713420241946034e+05,3.19877076658283186e+04,4.05883332308360841e+05,-1.21409835974266054e+05,-3.03124642131602392e+05,-3.78611881550718448e+05,2.14561899440451816e+05,1.29014100579247778e-09
2.25098866558530193e+05,1.41867279633313505e+05,2.94110208066079242e+05,-5.00039781075828214e+04,-6.97745553566029994e+05,-2.28589141380550369e+05,3.15262318796239968e+05,3.85248400712680251e-10
3.73690307593780162e+04,3.13036228623611212e+05,1.63130735618004372e+05,-2.33055731077741948e+05,-1.38916631957214326e+05,-2.53716180366303946e+05,1.12152548400266736e+05,7.16443496653621123e-10
6.33836540293542494e+04,5.43669753061783849e+04,5.16986647082897834e+05,-6.56412934793931490e+04,-2.61644113997100416e+05,-5.02366215981991612e+05,1.94914347040054447e+05,1.64550710381496458e-09
5.47014578948961571e+04,9.94108305341278465e+04,4.52567290754784306e+05,-6.38172522359112627e+04,-5.07884331633777707e+05,-1.79353498495444714e+05,1.44375503181325563e+05,2.18639962973367806e-09
6.24702736956080480e+04,2.83245833560604486e+05,2.09111389118515071e+04,-1.37422986835532211e+05,-6.68873340384453768e+04,-3.71268832532242930e+05,2.08951907238155982e+05,1.26446664176259595e-09
2.78635055945735658e+04,5.62180349941666209e+04,3.45111322733976820e+05,-1.42127025035918719e+05,-2.96309600155347900e+05,-3.22736691274336423e+05,3.31980453142886108e+05,1.81956706925875656e-09
7.04441508946069225e+04,1.77915754690285103e+05,6.05216806906449929e+04,-4.03695748887389665e+05,-1.60893160159047751e+05,-6.05695369269644143e+04,3.16276859697864973e+05,1.03426449504197153e-09
3.64863580208717030e+04,3.28318966429101652e+05,1.34627468798375514e+05,-3.55922628174413287e+05,-1.19202339209744838e+05,-2.10633381595801591e+05,1.86325555731610948e+05,4.38870336168267037e-10
3.76456667800666473e+05,4.47356273343620705e+04,1.38537253314840927e+05,-5.31023845890124794e+05,-2.85590961429429881e+05,-1.07612177769690665e+05,3.64497436639376392e+05,5.25614464746896944e-10
1.21195347279781301e+05,1.73013694782510429e+05,2.89165771211208659e+05,-1.15708949293314960e+05,-3.43527104147444887e+05,-3.91765803741679352e+05,2.67627043908938824e+05,2.11189667387071224e-10
7.90335912706882227e+04,2.05117994331034250e+05,3.86735680580251355e+04,-6.01739689883034371e+04,-9.44499334486525622e+04,-2.63238382791861368e+05,9.50371315690698102e+04,5.40806598444460956e-09
6.27345209938796906e+04,3.85113792824141798e+05,1.20537139570508589e+05,-8.28822906160963903e+04,-9.18940359845470812e+04,-4.95134898391653667e+05,1.01525771603767236e+05,6.52836115897264786e-10
6.06466848536126781e+04,1.11516689785543640e+05,1.60714351366099349e+05,-1.38863777431509807e+05,-2.15244846619437332e+05,-2.78373137442952138e+05,2.99604035488643625e+05,6.86897204514421648e-10
3.81546423447438341e+05,1.88429833049489622e+05,1.58407481880782463e+05,-1.24170177490565358e+05,-5.61092252368845977e+05,-1.52595427190803865e+05,1.09474118672505021e+05,5.87163179731663196e-10
1.18294335309022776e+05,1.30169080692489384e+05,2.06075034879514424e+05,-2.83128133017239335e+05,-4.49329104268143419e+05,-6.95508953027345706e+04,3.47469681707090873e+05,6.20714458711791653e-10
2.65464683678470552e+05,4.97659332474041148e+04,1.88865434795790003e+05,-1.31957637904150033e+05,-5.21468318066684005e+05,-4.21716660995448765e+04,1.91501570348714187e+05,2.79430371971675783e-09
2.95362901974410634e+05,7.50063946398556000e+04,3.05951489956342557e+05,-1.66154811471170222e+05,-4.11942292914739868e+05,-2.41420708558611688e+05,1.43197026373912580e+05,5.77005719658388589e-10
3.95843433066298254e+05,1.06642988047013219e+05,5.45977581803028879e+04,-1.09516329563901934e+05,-3.83268542258655303e+05,-1.94599256367234892e+05,1.30299948896178132e+05,2.68455864041240808e-09
7.98499978305072000e+04,2.97994876454452286e+05,1.75854488100545335e+05,-3.19755954116277397e+05,-2.92795337288754643e+05,-1.31643211236145784e+05,1.90495140255672974e+05,3.53213897654878408e-10
4.84890727827981464e+04,2.56629530765680538e+05,2.76853216981290025e+05,-1.24900559628276111e+05,-3.20245544416957302e+05,-2.33055560946841812e+05,9.62298444623063988e+04,9.91795499635951650e-10
1.39679217697487707e+05,3.18927447246511118e+05,4.00185685249917733e+04,-4.91982849453082599e+04,-1.86864081988130172e+05,-5.95299865304009756e+05,3.32736998768457444e+05,8.14434074297892307e-10
2.74695525667638285e+04,1.85847487577874243e+05,1.76071493360002147e+05,-1.80840816882482381e+05,-1.59873885646869807e+05,-2.15623588299140509e+05,1.66949757323852478e+05,1.44624160592833981e-09
4.91998757677749963e+04,3.13525040205773897e+05,3.41063457303776639e+05,-1.75080948014991824e+05,-3.00589650448148022e+05,-4.49330988954218454e+05,2.21213214140032709e+05,1.61136411797278267e-10
4.57671822450216103e+05,1.32019270367395249e+05,1.04361835576123034e+05,-4.79229802912885207e+05,-3.04716469016274030e+05,-1.04227433250391623e+05,1.94120776785817114e+05,3.62157903053092954e-10
9.68070212888039241e+04,1.03531120652141064e+05,5.07089750397917349e+05,-8.29875337085581559e+04,-1.26402386684984318e+05,-6.51952519006756367e+05,1.53914547061436635e+05,7.27459824869078541e-10
1.82258000265635696e+05,1.92105766658840235e+05,2.73548346883102262e+05,-1.34752532862861757e+05,-2.69939122931819176e+05,-5.06328237784832541e+05,2.63107779771935137e+05,1.40037088366772208e-10
6.75771897641598771e+04,2.21904638333410432e+05,1.36106647974354011e+05,-1.27088227190089339e+05,-4.34841739752222638e+04,-3.43429404176398995e+05,8.84133292697861616e+04,1.22437588161574442e-09
3.75353874323392665e+04,1.43320632146103715e+05,3.09835574179609772e+05,-2.74945819040708593e+05,-2.66855453269958787e+05,-2.50298471527613030e+05,3.01408150080227584e+05,5.62132196710480423e-10
1.46725647464123322e+05,1.55069735154421593e+05,2.63578175583851989e+05,-4.70925677640378068e+05,-1.94424346833056217e+05,-2.43009143182909145e+05,3.42985609453946585e+05,1.22736073282238299e-10
1.67648133924300637e+05,4.68502096055898000e+04,3.88018979483918112e+05,-2.16566852118665964e+05,-4.62623004848992161e+05,-1.57428572605394875e+05,2.34101106559244450e+05,8.77444543409698126e-10
2.58787310279946018e+05,4.10334317825868493e+04,3.11114842686840042e+05,-3.15370941017220262e+05,-4.97133400625301816e+05,-1.13160302368334596e+05,3.14729059261483839e+05,6.45311775929799052e-10
1.25685150613690101e+05,2.11596507637258735e+05,2.21993596997573855e+05,-2.92947941482362570e+05,-2.86115212242083857e+05,-2.36095847398926329e+05,2.55883745874850196e+05,1.58115811691478128e-10
2.48310971546254936e+05,2.48717455502120429e+05,1.33670728341469949e+05,-3.51895396886513801e+05,-2.37551882499155647e+05,-3.99037390069547459e+05,3.57785514065371593e+05,5.73431743175549952e-11
2.58500349401245476e+04,2.72505767009305477e+05,3.47258989767851745e+04,-1.35662514726918162e+05,-6.95415777919857937e+04,-4.39194321742039407e+05,3.11316713334728032e+05,6.43382728872390974e-10
1.08799828190032669e+05,1.49320750710587308e+05,3.12505432718158117e+05,-2.55988835803860857e+05,-3.70432377937433266e+04,-4.06987454704279138e+05,1.29393516683105016e+05,4.47526801366079753e-10
2.97836580599560868e+05,1.88709150922625384e+05,3.58588991595835687e+04,-2.93759772122400231e+05,-3.13309003380745067e+05,-9.25212125847259304e+04,1.77185357406101597e+05,8.62791042509941177e-10
3.23614683830956870e+05,5.15293319779059966e+04,6.34249802294993424e+04,-3.82170142630119575e+05,-2.21226074616370781e+05,-2.05730882958178845e+05,3.70558104166307021e+05,6.77875952969999735e-10
1.06193970232355307e+05,3.16266929448654118e+05,7.81955978649901808e+04,-1.94333579255715478e+05,-1.13127746034835276e+05,-3.64528693892461597e+05,1.71333521637012745e+05,3.06891062654975224e-10
1.81218360783450160e+05,2.39541005773167504e+05,1.64304528923089500e+05,-5.85696148925512331e+05,-1.41736732487641159e+05,-2.44202136062569160e+05,3.86571121996015601e+05,6.09700292004437319e-11
3.54261781842957484e+05,1.42255877171836910e+05,3.55518681453452882e+04,-4.43040218216555368e+05,-7.40356492835042591e+04,-1.16545180328345537e+05,1.01551520668265352e+05,1.83541437840083617e-09
2.28369116349046933e+05,1.48310525583683338e+05,4.05148130112644867e+04,-3.92728340905228688e+05,-1.68079369213731028e+05,-4.24455644769310602e+04,1.86058819651896134e+05,1.55201713122955726e-09
1.78882742071765300e+05,1.34639906616549415e+05,3.51056224962895038e+05,-1.87940976138754166e+05,-5.43325883359855041e+05,-9.42767610250482103e+04,1.60964746872447839e+05,5.97705627222588240e-10
6.54379280129533145e+04,4.75965872403192159e+05,9.06378428351321199e+04,-6.60148538732356974e+05,-2.24624837317180994e+05,-1.12991978857224487e+05,3.65723711655484745e+05,1.26741065415735296e-10
3.51315731932174182e+05,2.33928222371819837e+05,7.86389694984965026e+04,-2.38090676946063730e+05,-5.85971855742984102e+05,-1.73048101986916357e+05,3.33227710873473610e+05,1.67938924165438465e-10
1.57747548693485645e+05,2.89597440543739416e+05,1.07301839125712431e+05,-3.20441224411093099e+04,-2.75539723805332440e+05,-3.28210620106012793e+05,8.11476379895169666e+04,2.77439180427944509e-09
9.75097470050162810e+04,4.37838696386612719e+05,7.39847539135845582e+04,-5.20570380294523085e+05,-9.16080892049473478e+04,-1.71066521949152113e+05,1.73911794143409003e+05,1.89837560979198600e-10
7.24756723392655549e+04,1.37945667780793476e+05,1.83182663365584915e+05,-3.13830155951695051e+05,-3.55733685561697464e+05,-1.07809697166729558e+05,3.83769535194478114e+05,5.49665918856672557e-10
1.48274299659563549e+05,6.96278169264956668e+04,2.64059520919723320e+05,-1.50537291221637162e+05,-3.56739004443361773e+05,-2.20416239862733579e+05,2.45730898021949892e+05,6.58833811514222357e-10
1.81048177668141667e+05,8.12398065974025521e+04,5.22654741924153059e+04,-1.60828072828397271e+05,-3.48736222257439920e+05,-3.99229045364733902e+04,2.34933741164350795e+05,3.71048576160950054e-09
4.92123006734608323e+05,7.22667451289321180e+04,8.28762283791932859e+04,-5.46614160003500001e+04,-6.28505929775774362e+05,-1.59726195962362195e+05,1.95627561495753529e+05,3.09839675246023177e-09
3.63206471312006877e+05,1.18386480460679872e+05,6.35360540165136044e+04,-2.01371420160644484e+05,-4.61572033709792828e+05,-1.56099953952803044e+05,2.73914402034040017e+05,6.10330002004886041e-10
1.65907108004956885e+05,1.61228692783554172e+05,2.84230069395015016e+05,-2.66085117806424212e+05,-9.04758337064702791e+04,-5.36274771338320221e+05,2.81469852667688858e+05,1.07597124882788491e-10
3.11015197200890689e+05,1.33579007163468516e+05,2.75074076236439170e+05,-4.50205731089401001e+05,-2.00342170862473431e+05,-2.76892542288367229e+05,2.07772163639443315e+05,1.38310387037432232e-10
1.41734915673824114e+05,4.18252836081643123e+05,3.24635392926991481e+04,-4.01446575232911564e+05,-1.40669724617939559e+05,-1.45180659635059361e+05,9.48456684377439815e+04,5.79080132405770636e-10
3.77236158431555203e+05,4.93993298496095522e+04,2.19329537358519214e+05,-3.95511871351079782e+05,-3.62564610635439807e+05,-8.62847663063212385e+04,1.98396222653156554e+05,9.35472439406189568e-10
2.00341893234596762e+05,7.16051009539365332e+04,1.36041459885301883e+05,-2.92309136100370844e+05,-9.57324722988881986e+04,-1.46633143703248817e+05,1.26686298028672871e+05,1.70774652339605373e-09
3.24464461625005642e+05,1.07447735454732727e+05,2.15165940947893192e+05,-3.60065715791828581e+05,-1.88772591743910423e+05,-3.37972767047656700e+05,2.39732936555764230e+05,1.68149555381511845e-10
8.52870653811785160e+04,1.86670328296811465e+05,1.06997963498188721e+05,-4.66899243919047760e+05,-6.60215809777902905e+04,-1.61033790343894274e+05,3.14999258064553840e+05,3.06367083934550931e-10
9.38111848751947691e+04,4.31097942707523471e+04,3.16918317226467305e+05,-6.81031313242919568e+04,-1.82167035868262494e+05,-4.27001193218051631e+05,2.23432064038191806e+05,2.07322995821492202e-09
3.99859003266777494e+05,1.08554288332095166e+05,1.51704353583347809e+05,-3.64281195631173672e+05,-3.85560205275973596e+05,-1.36921239467956795e+05,2.26644995192883856e+05,2.93663006858659941e-10
3.46285968213954184e+04,4.71085970583166927e+05,5.85090066954283102e+04,-2.29648941272138909e+05,-1.32311016060481052e+05,-5.21500720904976130e+05,3.19237104137605522e+05,1.21512684001510613e-10
7.31168726537943585e+04,3.59823000286589959e+05,2.01665344918465649e+05,-1.53246638344682200e+05,-1.02029295436491797e+05,-6.70118753026752500e+05,2.90789468949076196e+05,9.04062376222305053e-11
3.26155119881852064e+05,2.94615604904976906e+05,7.55484479273766628e+04,-1.87878490678167640e+05,-3.79010973880211241e+05,-2.75780562659111863e+05,1.46350854503285256e+05,3.21600746003338873e-10
3.04015347347624920e+04,2.69865566577825812e+05,3.55184764073109545e+04,-5.05501384969441686e+05,-3.84079797549702052e+04,-1.84842710633665498e+05,3.92966497638177942e+05,3.94802819856215869e-10
8.21297217914098001e+04,3.91553178976930096e+05,2.42809397326310544e+05,-4.46875181258315570e+05,-7.90754543016746757e+04,-3.32881076833441621e+05,1.42339414298781136e+05,1.43012234121000254e-10
7.31182216060301289e+04,5.58893930437215167e+04,1.48931350918581418e+05,-2.41076708720565774e+05,-7.55971008497219300e+04,-2.85190955417835386e+05,3.23925799419790274e+05,9.31740456287352965e-10
3.69870342446590133e+05,7.86745102007429523e+04,9.70496045380345604e+04,-1.89327907461719908e+05,-3.33765809788106824e+05,-2.36413737952818221e+05,2.13912998017277598e+05,8.24374823834150143e-10
1.01682105380024528e+05,2.75997213283669145e+05,2.66275879978092853e+04,-4.33980489435185795e+05,-1.47369968417567812e+05,-1.85419516295102309e+05,3.62463067486353160e+05,2.39260376746443358e-10
5.52708370301393734e+04,3.60633746244239737e+05,1.65499315472115035e+05,-6.28007871015273995e+04,-1.79145850950072025e+05,-4.31339076192223525e+05,9.18818154973289638e+04,8.11953544718152109e-10
2.07449085014588956e+05,1.48235900009570149e+05,3.40791740546270332e+05,-9.85300216159890842e+04,-4.57550801007460104e+05,-3.32570659874123114e+05,1.92174756927143084e+05,2.82459550243486027e-10
5.78783978519630618e+04,1.57384700895727321e+05,1.03609818037260644e+05,-2.88063860871878744e+05,-1.34403892170562234e+05,-2.94588836120048130e+05,3.98183672377537936e+05,2.74209166002405828e-10
1.05137417299045483e+05,1.53104548542943812e+05,1.68494371989764273e+05,-1.14748825132100246e+05,-3.97585773899306252e+05,-2.08898941379842290e+05,2.94497202579495206e+05,4.43416555769995356e-10
4.86223790321815468e+04,2.71761653007234796e+05,2.43549774453430611e+05,-3.65371639797934797e+05,-1.10187194746010398e+05,-4.09067171465582214e+05,3.20692199516680208e+05,1.25859680276179388e-10
4.97384637001196970e+04,3.67226324975051277e+05,1.87008716352626216e+05,-4.40217875554612023e+05,-1.48773855251200177e+05,-2.72796847545296245e+05,2.57815073323311255e+05,1.47089348618022015e-10
1.92677764774150273e+05,2.08087417439442943e+05,1.39586737119362602e+05,-4.66245777082649642e+05,-9.85335103292700369e+04,-7.36458514125441725e+04,9.80732194915079453e+04,9.78846552957063490e-10
2.17032044220930256e+05,2.26730532761775365e+05,6.94596922225688904e+04,-1.75802544570920407e+05,-2.68863304282142723e+05,-2.09975787675846921e+05,1.41419367323635379e+05,6.24914057771937898e-10
1.49875517163595505e+05,7.08761978169681388e+04,1.61401439627945423e+05,-1.13886821757396698e+05,-3.70511518327994505e+05,-1.59023854150379455e+05,2.61269039627261460e+05,1.09307001245900703e-09
3.55532014686907001e+05,1.70317043523044122e+05,1.01890678929344518e+05,-1.00150396690655019e+05,-5.02892913261398615e+05,-3.35795313387618167e+05,3.11098886200376088e+05,3.53086312909133076e-10
2.08180729655919189e+05,1.68464876173119468e+05,6.17494925056911306e+04,-4.59804159589289920e+05,-4.30954185540724429e+04,-9.64678255584004946e+04,1.60972305367033114e+05,8.05993678293463406e-10
2.10493295159093570e+05,1.17787756974818520e+05,1.73175267255699553e+05,-3.95402991003763920e+05,-1.08750517313718461e+05,-2.13839040636430087e+05,2.16536229564300680e+05,3.08527668293091537e-10
6.98673523817749665e+04,2.67155292709663336e+05,5.60219479361482663e+04,-5.30356990999502013e+04,-8.84636295647026564e+04,-4.72752857704877737e+05,2.21207593341944157e+05,1.19803088515955690e-09
1.76576387185152387e+05,9.87669632358574163e+04,1.54635657222011563e+05,-4.11098168264371983e+05,-9.84152865544653760e+04,-2.06629257931875676e+05,2.86163705107691640e+05,3.19109181186193350e-10
1.55861672502820293e+05,3.77426376829969406e+05,1.08900060113877713e+05,-5.91149139577890863e+05,-1.00589085211954443e+05,-8.84310970903578418e+04,1.37981212433535635e+05,3.18400069959744695e-10
1.11557125576801394e+05,4.37803537251731264e+05,3.48050412150623160e+04,-2.55187547886874730e+05,-1.42316596778252744e+05,-2.73280537297407864e+05,8.66189779189405672e+04,6.62287391712816580e-10
1.64104353699787694e+05,2.26674500284241803e+05,7.56201726141832478e+04,-1.83365890799775749e+05,-2.68924343061116175e+05,-1.69403594385787321e+05,1.55294801648466557e+05,6.18541095483022848e-10
1.63494247996502236e+05,1.09000578323846887e+05,1.01777604696476352e+05,-2.35012323622876866e+05,-3.82952336529267603e+05,-9.27069899031142268e+04,3.36399219038433046e+05,6.29036491039244192e-10
9.52166986336715636e+04,3.43990002589614363e+05,7.01869937813548895e+04,-3.80443595132751681e+05,-2.37082280626397114e+05,-2.29387658147310605e+05,3.37519838901818730e+05,1.12853571401385673e-10
1.64998887462200742e+05,1.33562496822585177e+05,1.20236545567007503e+05,-9.21645632622409175e+04,-1.73909824980699428e+05,-4.02166765585250454e+05,2.49443223976397247e+05,6.65690067109628079e-10
2.49769723197395942e+04,2.04694390600702725e+05,7.52526006611617486e+04,-2.73684681982199079e+05,-3.99221243217125011e+04,-1.39368144118326512e+05,1.48050986840634054e+05,2.46250934118244183e-09
1.09522469618148782e+05,2.39253681240189937e+05,1.08493641819829849e+05,-1.71032922701319912e+05,-2.59028105558702140e+05,-2.44963438316075684e+05,2.17754673897929082e+05,3.30127464146708403e-10
8.19478187068089755e+04,1.69089899687117781e+05,3.37927919669150840e+05,-2.33635801016947895e+05,-1.29351219925795682e+05,-3.34333696172142751e+05,1.08355079051808818e+05,6.18622515233308686e-10
2.59357262034992804e+05,7.42998124783332169e+04,3.42896182053026860e+04,-1.19480311301005189e+05,-3.26319253024314414e+05,-1.82071463097978034e+05,2.59924334704669222e+05,3.30886742470943955e-09
2.25591511585490807e+05,2.61542514864951721e+05,1.69851913666951994e+05,-2.88300314897878852e+05,-1.06023312891865731e+05,-5.77400694511053036e+05,3.14738382183403126e+05,5.95164937931053110e-11
1.75765844837568322e+05,7.25290400399421633e+04,1.92344440834361274e+05,-3.24764183108066907e+05,-2.73545828159772849e+05,-6.82877055379418598e+04,2.25958391093909682e+05,1.36281009244335707e-09
3.38140009284869826e+05,1.21531312182920228e+05,8.60379307259393099e+04,-3.14536698721195746e+05,-2.79940354700177093e+05,-8.36176975256902806e+04,1.32385498753334337e+05,1.06619114299780855e-09
1.23621935813130171e+05,3.86018957820828480e+05,1.20193703340437147e+05,-3.87096114509859413e+05,-1.23460983412133995e+05,-4.07082748657377844e+05,2.87805249604975863e+05,5.88202830164571060e-11
2.35208757095902314e+05,1.26473642424024845e+05,3.02005896505828248e+05,-4.95625547328460380e+05,-3.08825083837378013e+05,-1.79272265454832319e+05,3.20034600594915100e+05,1.35912023145085215e-10
2.93628377037212136e+05,2.04245356458918046e+05,7.67455857246141823e+04,-4.03509701239600370e+05,-4.63523791905582009e+05,-8.59573315465068008e+04,3.78371505470944918e+05,1.74074066833049130e-10
3.63664160006471851e+05,9.41760006346251903e+04,1.84470229467464553e+05,-1.21079670342134123e+05,-3.54776268467227172e+05,-2.66503052143828885e+05,1.00048600844628323e+05,1.12559668684289237e-09
2.53597901650011132e+05,1.02996346895509152e+05,2.30749616509637039e+05,-1.09334318355466108e+05,-2.82088967428740521e+05,-3.96768761934222537e+05,2.00848182663272019e+05,4.84624758810041168e-10
1.21067998817506217e+05,1.38306109854833048e+05,2.20446315409194678e+05,-1.46089970088670612e+05,-4.02425203427819069e+05,-1.26987609538759280e+05,1.95682358973715163e+05,7.13358561049359569e-10
1.88322567425341345e+05,2.23922810288204404e+05,1.44649295761499350e+05,-4.19041297584457352e+04,-4.61520183159324399e+05,-3.26736768125383649e+05,2.73266407568108116e+05,6.00350571991489185e-10
2.79730922326237895e+05,1.43436846545455628e+05,9.41787418140752561e+04,-2.26988352455103566e+05,-3.33406871859253093e+05,-1.24316774898559379e+05,1.67365488527147216e+05,6.51863499744564290e-10
4.08791801223416260e+04,2.58777499306453567e+05,3.80454881660903455e+05,-8.72844300823462690e+04,-3.38333127291592362e+05,-3.58352390792907274e+05,1.03858387077147403e+05,7.44958455722273766e-10
2.23958616621552501e+05,3.97394687243675697e+05,1.13213051252970326e+05,-3.66744261910439527e+05,-9.97760486184651818e+04,-4.89359840709120152e+05,2.21313796119827079e+05,6.23188922821881597e-11
1.84594699402626517e+05,1.83144512187835004e+05,3.76153512186101289e+04,-2.91955813340422756e+05,-1.38597107355232816e+05,-5.71283917522036791e+04,8.23267496387874708e+04,3.15965708453204735e-09
9.69554857838450116e+04,1.76632403504000453e+05,5.54356262548236118e+04,-1.03231196948985322e+05,-1.95739563413763040e+05,-1.46941329525917507e+05,1.16888574345996763e+05,2.91764046764087024e-09
5.21464137693541561e+04,1.97323841744745936e+05,2.46026551553470999e+04,-2.08349537241892394e+05,-4.18225031516000745e+04,-3.65313443953324982e+05,3.41412573677370441e+05,7.24479738744936480e-10
2.37773521484656376e+05,3.14915914755856211e+04,2.88493141154778539e+05,-2.85735708789050113e+05,-4.53281650150317408e+05,-1.21748270855246912e+05,3.03007375679593650e+05,9.54963094330032934e-10
6.17283262803842663e+04,4.05653504425982421e+05,1.00279226591237835e+05,-5.76362100579570746e+05,-9.40708007796438469e+04,-2.11729728123817651e+05,3.14501572185427358e+05,1.16521844472917025e-10
