s12,s13,s23,u1,u2,u3,Q2,madgraph_azimuthal_average
3.90454881636103237e+04,4.10265456431661616e+05,2.35236202226305672e+05,-2.21040212741976342e+05,-1.54559460210608901e+05,-5.74439067856249167e+05,2.65491593987257220e+05,9.93240834565349492e-11
5.88571827745655537e+04,2.77659994955355069e+04,2.34367256389107934e+05,-5.58987845043371490e+04,-9.84340747132634278e+04,-4.05627296754621668e+05,2.38969717313013243e+05,5.59391735243751312e-09
1.12979242715492466e+05,3.36567553900676779e+05,8.99919903036597534e+04,-2.46109135842730844e+05,-1.36608267860112072e+05,-2.93424032547329087e+05,1.36602649330342945e+05,2.91788574885314141e-10
8.60998918223521905e+04,2.66894331079406256e+05,4.33874421009306971e+04,-1.81374728578822105e+05,-1.02624100172668201e+05,-3.75912938321787165e+05,2.63530102070588386e+05,4.16109351835915606e-10
2.48954407804500137e+05,7.63188548945059447e+04,2.73076071540756384e+04,-5.40820550336210872e+04,-4.89814315820786171e+05,-1.99512503256630764e+05,3.90828004257956229e+05,5.58058992736148074e-09
3.98183753069622093e+05,2.33572523747484083e+04,2.51309870339455447e+04,-6.13377972797426279e+05,-3.52795058004257226e+04,-5.46187952182876179e+04,2.56604281337824039e+05,6.57738207269764340e-09
5.87745386546730413e+05,8.18265643767807633e+04,4.42727283878065209e+04,-5.85834866037361673e+05,-1.56760108466796257e+05,-1.02207385961632826e+05,1.30957681154472943e+05,1.62364421474144635e-09
2.58209001595243113e+05,1.33704953199014824e+05,1.83324176220120979e+05,-1.66876595514941378e+05,-5.03582510334180028e+05,-1.21721093120052625e+05,2.16942067954794911e+05,4.04247898555176319e-10
8.73312593564861745e+04,1.78693514740053681e+05,2.09625828282425558e+05,-2.66596803221130045e+05,-4.09941703881101334e+05,-5.32751473050258210e+04,2.54163052028291626e+05,1.07334791218262711e-09
1.74560354341795639e+05,1.71862073750221141e+05,6.25998040774211477e+04,-3.55488263280446525e+05,-5.07247315709966351e+04,-3.11474662849943968e+05,3.08665425531949382e+05,2.36675636207712902e-10
9.84641584666854760e+04,1.09445036599819054e+05,1.64842670658539922e+05,-7.47749362094924873e+04,-6.17118690694188117e+04,-3.78973294059658656e+05,1.42708233613525430e+05,1.86016476894846305e-09
3.94740592132154852e+04,2.67832679194313358e+05,3.38039424500398512e+05,-2.80357660001482174e+05,-1.78965095001641545e+05,-3.30275885138824582e+05,1.44252477234021004e+05,4.43961805366785596e-10
3.33371377977785189e+05,1.92502248161240947e+05,1.10546166753929108e+05,-2.14211272514564072e+05,-3.00756190676982747e+05,-2.85034081927245657e+05,1.63581752225837350e+05,3.06555437177536633e-10
2.52775251756036188e+05,1.35214208293702744e+05,2.54992960580609360e+05,-3.48316772747824783e+05,-5.13361037341901974e+04,-4.93987893000795739e+05,2.50658348852462019e+05,1.16966211341230202e-10
1.21063628704075643e+05,1.35307417676364421e+05,1.47273177264991566e+05,-7.33060264698880201e+04,-1.19175780266556103e+05,-4.37420502716823015e+05,2.26258085807835305e+05,8.29113977553709902e-10
2.62781119615655683e+05,1.28353912091782928e+05,2.91762851508266118e+05,-2.64867330983796623e+05,-5.95069948494872733e+04,-5.03982775374659104e+05,1.45459217992238468e+05,2.51988169803470976e-10
1.18343327910820197e+05,1.48030700102242117e+05,1.08985793335778668e+05,-1.57018665325462847e+05,-9.57268840712067176e+04,-4.24208869533357443e+05,3.01594597581185983e+05,3.54860528229827219e-10
1.41517883968955983e+05,2.07832244223752525e+05,3.33693909163032600e+05,-1.50299016127667215e+05,-8.52425061367401795e+04,-6.48520732393288519e+05,2.01018217301954573e+05,1.65157065914560541e-10
1.54451862370064599e+05,1.97668083947414882e+05,1.01765597108877177e+05,-3.89584518100687244e+05,-3.13647746113601606e+05,-7.39541521936755162e+04,3.23300872981607681e+05,3.48099441673173075e-10
2.17398171562574134e+04,6.39796867809758260e+04,2.93014771318521001e+05,-7.95201945734515029e+04,-1.00896894794651860e+05,-4.97490590983633185e+05,2.99173405095982249e+05,2.07743104587901788e-09
5.76391082417463476e+04,1.94822590836687130e+05,2.31313434563802060e+05,-3.00089911186406913e+05,-1.68864056598926138e+05,-3.21967763382972742e+05,3.07146597526070080e+05,2.16615618657063179e-10
3.82318158651220583e+04,1.34710010704250482e+05,3.96634842053956527e+05,-1.75806920007969427e+05,-2.70758441573827760e+05,-4.06527341407322907e+05,2.83516034365790780e+05,4.61693861888429056e-10
3.14314867373148445e+05,1.06994454459495260e+05,2.77696461517703545e+05,-4.39951251561633020e+05,-2.56584793138246197e+05,-2.38840805023234163e+05,2.36371066372766159e+05,1.62749637898662224e-10
2.94667206764851231e+05,1.92291556848784676e+05,6.88799826719918055e+04,-2.76156998299581755e+05,-1.61717591711929184e+05,-2.00249184334224527e+05,8.22850280601075210e+04,9.71329727673068798e-10
3.10101006659253559e+05,3.83154316299428610e+04,8.94752087202415569e+04,-1.72342374674167891e+05,-4.77077413718488126e+05,-5.74818320230011013e+04,2.69009973406218691e+05,2.78014308412829460e-09
2.14396128512484283e+04,2.58003322987495456e+05,4.91007278764586808e+04,-1.90709799214869010e+05,-8.93625028235948121e+04,-3.95447740215689468e+05,3.46976378538950637e+05,4.44993780711031236e-10
8.55457120194666204e+04,4.22791833579144091e+05,5.86081052445051027e+04,-1.24141227416226306e+05,-1.57569359697045351e+05,-4.10183830874719017e+05,1.24948767144874888e+05,5.26341490822468044e-10
1.48743872993116878e+05,4.78065417178623262e+05,9.94146437565122033e+04,-1.92249017265817325e+05,-2.85588144822095346e+05,-4.29177750933341391e+05,1.80790979093001690e+05,1.17272899108538555e-10
6.52051963865369617e+04,4.43528762965827133e+05,1.43212564902887330e+05,-6.27017776832350064e+05,-1.65056335132995737e+05,-1.21613246807335294e+05,2.61740834517429350e+05,1.80843872614161240e-10
2.05400811459494900e+05,2.81156783104514878e+05,4.15531117210098018e+04,-1.77184495055783627e+05,-2.50719015637164470e+05,-3.41779607017489499e+05,2.41572411425417929e+05,3.88817003414578648e-10
1.52881697841559973e+05,1.41082603514101182e+05,2.69408404787079315e+05,-2.31808250194977503e+05,-8.68105366679258877e+04,-5.76841479185264441e+05,3.32087559905427624e+05,1.16806974068348751e-10
2.31632662496312056e+05,1.48423069551368477e+05,2.11258481279828848e+05,-2.43340465522110462e+05,-3.85658285576320137e+05,-1.88687191028610599e+05,2.26371728799531615e+05,2.20917950369934987e-10
8.57575825904427038e+04,1.60359768311203574e+05,3.03388588151910517e+04,-1.31744701057879953e+05,-4.39753358681057871e+04,-2.44412814251991163e+05,1.43676641461139458e+05,3.05107043198087169e-09
6.02029093353400531e+04,9.71541612198263756e+04,2.59295695995096583e+05,-1.32518276464132417e+05,-4.75149241739681092e+04,-3.23043073132214602e+05,8.64235072200518625e+04,2.97655645637176069e-09
1.24957199010862707e+05,2.09801290855895175e+05,2.26542659097218973e+05,-4.77593209472754679e+05,-2.02611933178464067e+05,-1.60387802110778226e+05,2.79291795798019972e+05,1.80801044680536657e-10
3.78561044346788432e+05,8.06218955736997596e+04,4.77379325807053538e+04,-1.35999622023804142e+05,-4.21473705364445341e+05,-1.59132069682596077e+05,2.09684524569651985e+05,2.25413621082022082e-09
6.87702403076951450e+04,1.27444929693586892e+05,7.79289641385376453e+04,-3.32479338517489668e+05,-2.66153000304188172e+05,-4.17229453601334244e+04,3.66211150041991263e+05,1.96334393811169115e-09
3.19182480338243884e+05,1.48836562045049679e+05,9.35559495122885273e+04,-6.03736151850749506e+05,-6.79766367024839856e+04,-6.06210045764581300e+04,1.70758801234109473e+05,7.45846300614425854e-10
3.87084889759005164e+05,1.35207739413313102e+05,1.91635076471420907e+05,-2.30151487999461533e+05,-4.79485708961678669e+05,-1.17211125342378102e+05,1.12920616659778956e+05,5.25723796761024583e-10
5.52716096770283038e+04,2.06244848595904594e+05,2.79139598406648089e+05,-2.46832043422179122e+05,-5.24589461193438154e+05,-8.66528156703336426e+04,3.17418263606370136e+05,7.40826663734371008e-10
6.43282730656443746e+04,1.96944634927336650e+05,1.49314921022624942e+05,-3.74964638066728483e+05,-1.62679961000295269e+05,-5.29073923617652617e+04,1.79964162413183047e+05,1.78563206846590286e-09
2.96012496234268940e+05,1.87661234013334441e+05,1.06379898536393623e+05,-3.24487186953873315e+05,-5.55044282453132211e+05,-6.37308302131980163e+04,3.53208670836206584e+05,2.43562978345522270e-10
1.82707168132041086e+05,5.61567677577770373e+04,1.94347289196377271e+05,-4.03643253142560017e+05,-6.21766935059387179e+04,-2.71059915235935303e+05,3.03668636798238265e+05,4.12567686413444747e-10
2.03205133862849820e+05,2.14619820032296353e+05,1.92343012807660474e+05,-5.17678760820444149e+05,-1.47714672597311554e+05,-1.44149864038083528e+05,1.99375330753032526e+05,2.01541927761660506e-10
1.64401132679351314e+05,9.11222312359361094e+04,6.40343368168317538e+04,-2.81167786751677515e+05,-2.22874382944171201e+05,-4.67255335641316196e+04,2.31210002527860983e+05,2.31695783008165046e-09
2.89392732629449049e+05,1.21709162355877386e+05,5.84417540495293797e+04,-5.95440887746595778e+05,-8.87075101221460209e+04,-5.55856937492570432e+04,2.70190442583142954e+05,7.27161441162167671e-10
3.69530777092867764e+05,3.78677177727280650e+04,6.62698212134018831e+04,-4.78314558754126832e+05,-1.31161774693551124e+05,-1.13320927844898222e+05,2.49128945213578583e+05,1.68069372102360038e-09
1.76306465525834210e+05,1.75092863974530890e+05,2.10821338155635050e+05,-2.83390677766603068e+05,-4.95811907935567724e+04,-5.69997039643358672e+05,3.40748240547518246e+05,8.46476096994007719e-11
4.11079032578415296e+05,7.93822772241746425e+04,6.03263818737856272e+04,-3.39390552730443655e+05,-1.82394785718527972e+05,-1.60353402538857161e+05,1.31351049311453535e+05,1.67082752609674052e-09
1.27697111037883238e+05,9.12510829905146529e+04,2.19907572901084059e+05,-3.86665258851718827e+04,-4.87649305698627140e+05,-1.64926749080420937e+05,2.52386813734737691e+05,1.70277601670003785e-09
6.96294543970588711e+04,8.11640564040128520e+04,1.16596855420028587e+05,-1.82220549486113130e+05,-2.26953831959305535e+04,-1.54828387602408271e+05,9.23539540633518773e+04,5.34223101303475425e-09
7.41784492732728540e+04,1.16184843643821281e+05,3.50373530827120412e+05,-1.85537042896762636e+05,-1.27724610625793139e+05,-4.69133458657466283e+05,2.41658288435807743e+05,3.73950050989268413e-10
1.65816367140553950e+05,2.07382895757562335e+05,6.03358002758666407e+04,-4.21745759791014600e+05,-1.89035350290359580e+05,-4.94958221925980470e+04,2.26741869099988893e+05,7.42084311830772540e-10
1.32480204299501434e+05,1.19243534068641806e+05,3.07764614590072597e+05,-1.21205665462095058e+05,-6.74569267239200766e+05,-6.87047630341357726e+04,3.04991342777215643e+05,9.11804974412997719e-10
4.98862270799915786e+04,1.82758696802902967e+05,1.19645664047024766e+05,-1.33814283352384868e+05,-2.68639113892988069e+05,-2.35366070961936086e+05,2.85528880277389602e+05,5.93330236621830972e-10
3.12739720191028318e+04,1.97939978517804760e+05,3.91093348407460726e+05,-2.52103629177459516e+05,-2.17692632446860400e+05,-5.15729687482150504e+05,3.65218650162101723e+05,2.00278765596974190e-10
1.92786293114466360e+05,1.97586925069103541e+05,8.94858618109226809e+04,-1.72572537206646375e+05,-2.73239532247463183e+05,-2.49053462148375926e+05,2.15006451607992843e+05,3.82216415295625050e-10
9.41599177740074811e+04,8.97043646970965347e+04,2.84247482759868552e+05,-6.62912380746902199e+04,-5.56164952070846339e+05,-1.31191663461296703e+05,2.85536088375860592e+05,1.20539972359286229e-09
4.20688753363667289e+05,3.37199313082016597e+04,1.23057872528031497e+05,-1.80339525017812761e+05,-4.30716059453798167e+05,-1.55736369673078996e+05,1.89325396944789740e+05,2.03471193146934699e-09
1.81030753223309439e+05,4.29651703696088225e+04,4.76706928203573625e+04,-1.77892127014550730e+05,-3.71445813244152465e+05,-8.99277969515676086e+04,3.67599120796995179e+05,2.88560673057375402e-09
5.33231200221918989e+04,1.94788147860445926e+05,1.15917097142958140e+05,-4.05177756261281553e+05,-6.42326376370499056e+04,-2.32755654915772495e+05,3.38137683788507653e+05,2.92081924874613876e-10
1.38749645232636132e+05,2.02649355618900969e+05,1.30840466772963264e+05,-4.20500526940668817e+05,-1.04007539171336612e+05,-5.77945860246833327e+04,1.10063184512188251e+05,1.45290339831929066e-09
1.65583596342917881e+05,2.93449270443658170e+05,2.54379007301270671e+05,-6.09695663846440613e+05,-3.05417839104316372e+05,-5.46130896064584522e+04,2.56314718469368265e+05,2.61583645212526320e-10
1.75697430270858051e+05,9.30212701946872694e+04,1.61456360928822076e+05,-3.57334646636571619e+05,-1.07281984544584397e+05,-1.12061104854388803e+05,1.46502674641177437e+05,1.23685534442836738e-09
2.26348437782220397e+05,2.09996943180695438e+05,1.26973716536987864e+05,-1.43840271015929640e+05,-2.86753767734409834e+05,-3.37131988211261458e+05,2.04406929461697524e+05,2.83824940768650906e-10
1.66331083355753333e+05,2.42921336201701488e+04,8.87552487705779058e+04,-6.93861343662169093e+04,-2.74252517831872276e+05,-3.42174834455182572e+04,9.84776698971063015e+04,3.78262427499643298e-08
2.56684883632299432e+05,1.76992131323098845e+05,1.92969194516871125e+05,-4.02445977516853483e+05,-4.62990156732330390e+05,-1.10928409812045516e+05,3.49718334588959930e+05,1.35937663921530461e-10
2.43348349809826672e+05,1.26024523563000403e+05,3.21303141995991347e+05,-2.50328346395819710e+05,-4.64997895965019765e+05,-2.05178193879676110e+05,2.29828420871697075e+05,1.88549936619062513e-10
3.52779488220043015e+05,2.91443840970168705e+05,7.42095921164196334e+04,-4.06019535193793010e+05,-4.52155780143850716e+05,-1.06810738917909257e+05,2.46553132948921761e+05,1.45868323247391191e-10
7.41513832060209534e+04,3.79529047651368135e+05,1.31303463472492731e+05,-3.79338637957753090e+04,-1.86361309885011287e+05,-5.21348159426385653e+05,1.60659438777290197e+05,6.58971380948496778e-10
2.09734182949998882e+05,1.83207381955319084e+05,6.60144039644140867e+04,-2.16736314320841251e+05,-3.77975933336079237e+05,-1.50078756873732782e+05,2.85835035660921072e+05,3.91478266923900718e-10
3.97461128480466432e+05,1.16017854982244928e+05,3.26624305306060123e+04,-5.41059433661479619e+05,-3.53497516574192705e+04,-8.63609862612439028e+04,1.16628757586825595e+05,2.16717478833181505e-09
1.24615046475376803e+05,9.85180508560726885e+04,6.92440172317258257e+04,-5.30552675488189707e+04,-3.08248293837764068e+05,-2.74578085084271210e+05,3.43504531907678582e+05,2.10299555324079904e-09
1.56867777977821592e+05,3.45978036146366794e+04,3.97036870749035443e+05,-2.10294360001356516e+05,-7.15637555567455711e+04,-6.91927592126620933e+05,3.85283255343229510e+05,3.70620593096318806e-10
1.18357887115524587e+05,1.85619799641587946e+05,1.61361293706956028e+05,-2.50350411144129641e+05,-2.73276338870104577e+05,-3.52968348993634863e+04,9.35846044495292736e+04,3.27926437144562089e-09
3.35182393644246680e+05,3.44240951195126283e+05,6.71108738712552004e+04,-1.33599060090440849e+05,-3.83748900927533337e+05,-3.36150112476960756e+05,1.06963854784306488e+05,5.34351989358053348e-10
2.83817264164859895e+05,4.24648644485116674e+04,1.14486695285323163e+05,-3.14847304433017969e+05,-1.59337488895676215e+05,-5.37686847157703451e+04,8.71846541457699786e+04,7.77977420154420393e-09
6.88663391250697168e+04,3.47188236772321863e+05,1.15214706082984048e+05,-4.55398471076144720e+05,-1.36935094652814849e+05,-1.75451299436844973e+05,2.36515583185429045e+05,2.08674699973137944e-10
2.47452978591657244e+05,4.48959522696689237e+04,1.38570961577759823e+05,-2.45583698554534640e+05,-2.02817000272815581e+05,-1.42501302823892038e+05,1.59982109212156414e+05,1.96472219826297499e-09
2.19474097899009037e+05,5.30289495324698873e+04,7.35701977016416204e+04,-1.40728381961138686e+05,-1.65926859978125751e+05,-1.41373781625439500e+05,1.01955778431583458e+05,6.50617599998663310e-09
8.02001017944744672e+04,1.19980051342426508e+05,1.04196931104496631e+05,-3.12985314811522141e+05,-1.78191957994479017e+05,-1.50905128293670539e+05,3.37705316858274222e+05,5.77415244199848002e-10
1.79815695634784643e+05,2.64827036448418570e+05,3.49450098412505467e+04,-3.36240382510781230e+05,-8.11953206791718549e+04,-2.90781254580465378e+05,2.28629215845964471e+05,3.34245257563629138e-10
2.71639374289741390e+05,1.39151614121638297e+05,8.84352450448583986e+04,-2.48877178740010888e+05,-3.97934912752791133e+05,-6.60009135817655188e+04,2.13586771618329600e+05,7.41757576775082945e-10
4.78068233793997613e+05,1.47253772833187599e+05,1.04369803399036624e+05,-3.69598585174475447e+05,-4.95644415884568531e+05,-1.13225433365915582e+05,2.48776624398738233e+05,2.38212566726327436e-10
1.89498426868971757e+05,2.05313037098556641e+05,1.34068848420916765e+05,-4.16941627190435131e+05,-4.89678236141890084e+04,-1.59991993226553401e+05,9.70211316427320853e+04,5.92747554653488366e-10
4.08330347717490222e+04,1.38934399964533630e+05,3.26422592915174668e+05,-1.28111576067853312e+05,-1.26284250201239207e+05,-3.93595913966938737e+05,1.41801712584573834e+05,1.17651241238727208e-09
5.56175908466559194e+04,5.80044877104002284e+05,5.47157109005022794e+04,-4.52804030012742267e+05,-5.95036063120146573e+04,-4.68023067363882612e+05,2.89952524837479286e+05,6.89946794863418158e-11
3.04470089671975933e+05,6.61066084377293737e+04,9.80128356473214808e+04,-3.21956525271030143e+05,-2.38892423995208053e+05,-3.39417314424271754e+04,1.26201146951638715e+05,4.36469494168872586e-09
1.82782253118996334e+05,5.78984999713065263e+04,3.16823444119669439e+04,-1.35380955008327292e+05,-1.89198313881278300e+05,-1.50597680065282068e+05,2.02813851452618168e+05,6.36030827354856334e-09
2.66456286382200138e+05,5.69751909522083151e+04,4.00990470403780346e+04,-7.08892265544625407e+04,-4.07510567021062423e+05,-6.88543787807100744e+04,1.83723647981448652e+05,1.05935706249853254e-08
1.94828912971067592e+05,1.20324849794912298e+05,9.38953043745733012e+04,-2.66915203068493633e+05,-3.60333223194666323e+05,-4.51491211175688659e+04,2.63348480240175792e+05,1.13194700553373167e-09
3.81311987391385192e+05,1.58117112111612863e+05,5.10248513093848596e+04,-5.62804723621533019e+05,-9.28746677211606002e+04,-1.09261388391333385e+05,1.74486828921644075e+05,5.75696831306702828e-10
2.33779290352348122e+05,1.49610049522703572e+05,2.92977602249073156e+05,-1.85521876680237066e+05,-1.19687635717522324e+05,-4.95803202490827243e+05,1.24645772764461595e+05,3.23413776835460464e-10
2.28815565482763981e+05,3.92465834570472362e+04,6.67232213960986846e+04,-1.96898709827707848e+05,-2.12457973940439231e+05,-6.60735765645338979e+04,1.40644889996771264e+05,7.59118065487719301e-09
2.87777135216715978e+05,2.91296370106178045e+05,1.39642730065920507e+05,-3.80090870400891174e+05,-3.94538191024989530e+05,-4.75311592349866332e+04,1.03443985272052421e+05,5.71522063511950265e-10
1.46703191812509962e+05,7.64700381162462872e+04,5.30775930391464717e+04,-1.50356981600025494e+05,-2.24663147565351625e+05,-5.70190809125651140e+04,1.55788387110039388e+05,5.66643423037993964e-09
1.69288037656327273e+05,6.95054363973298314e+04,4.43761732829816465e+04,-3.59922023319286091e+04,-4.04434017503034323e+05,-1.01667387785189581e+05,2.58923960283513850e+05,1.21821701168832550e-08
2.04347447901644104e+05,4.93834594919178227e+05,5.00960512472977571e+04,-5.90288338888997678e+05,-2.12537707240743795e+05,-1.68473413895836304e+05,2.23021365957457572e+05,8.82239463145854691e-11
3.56790129466225626e+04,4.18442595185638580e+05,2.86753306834043760e+04,-2.72916578283647541e+05,-8.50961549743916257e+04,-4.28810552280859032e+05,3.04026346723232651e+05,2.33153726933914683e-10
2.59035386997631053e+05,2.41732629604288551e+05,1.22923166336681054e+05,-9.85994351781226578e+04,-2.31927786297054292e+05,-4.54123222367798677e+05,1.60959260904375173e+05,4.18755125359328712e-10
1.24895138539232226e+05,2.31522139152873191e+05,2.52508111734648817e+05,-4.05934950697229535e+05,-2.90340085526141862e+05,-2.84400355657179840e+05,3.71750002453797148e+05,7.18377183363917323e-11
1.98276803182989708e+05,8.91584235183147248e+04,2.55725407050603622e+05,-2.62081208235211438e+05,-4.35887459378269123e+04,-4.85970709852768632e+05,2.48480030273899058e+05,2.52381622951037756e-10
1.64585659887116781e+05,5.07242938549658866e+04,3.98439986954251071e+05,-2.50757131885223789e+05,-2.40509989924653375e+05,-4.01187959989579278e+05,2.78705141103122500e+05,3.75069415310780657e-10
2.38479909819421882e+04,1.93576415714439936e+05,1.47082789022459241e+05,-1.40400381227744569e+05,-1.86189883180037868e+05,-2.82662441325936525e+05,2.44745510014877480e+05,8.90980343173394692e-10
9.94111114860177622e+04,4.91294130769953714e+05,9.98429803649167443e+04,-2.35706439480213478e+05,-2.28982325050416373e+05,-3.35890021528880985e+05,1.10030563438623009e+05,2.15217287070684883e-10
6.93736170645689854e+04,2.76052673154297401e+05,5.20787312708742393e+04,-7.11995760285949364e+04,-2.03872639386056107e+05,-4.92022731156596041e+05,3.69589925081506197e+05,5.25682598932194812e-10
1.68417488029526809e+05,1.25489205225986239e+05,2.08609641960164881e+04,-5.08911016347181430e+04,-2.42048687050709617e+05,-1.19230691203045077e+05,9.74028224369433447e+04,2.36330744120963860e-08
1.73410657632583054e+05,6.33735876757865190e+04,3.66458722540049464e+05,-2.12866559229845821e+05,-2.75812542435792391e+05,-4.81289660086291144e+05,3.66725793903510144e+05,2.09677275751722176e-10
2.29340521627687558e+05,1.95089862698487821e+05,2.71570741163138533e+05,-4.25139973049103166e+05,-3.60534986651744635e+05,-6.53387136086544779e+04,1.55012547820188309e+05,4.49608771942813955e-10
1.48558900235784589e+05,7.40871214883436187e+04,1.96850150255909481e+05,-9.00754863463541842e+04,-1.90719821049681894e+05,-3.95121876356001012e+05,2.56421011771998979e+05,8.96968750248130371e-10
1.75715244640000194e+05,1.67066893092565733e+05,2.28628701404049934e+05,-1.67044070200990129e+05,-1.73556349852832791e+05,-4.49446530554875731e+05,2.18636111472083081e+05,2.11588552860442250e-10
2.68894763835171470e+04,8.52644121593195305e+04,3.87028538197406684e+05,-1.35171796895136562e+05,-1.51569729030725342e+05,-4.92239970175972674e+05,2.79799069361591246e+05,1.07526967842721964e-09
2.26952241343536763e+05,3.69920058858639677e+04,3.59968883066433133e+05,-1.53619177166742855e+05,-4.32502587492201477e+05,-3.33857373271435674e+05,2.96066007634546200e+05,5.42401771679197152e-10
4.24177487642175693e+05,5.41518832386417998e+04,9.88643729627189750e+04,-1.78410557079720660e+05,-6.36973011071178713e+05,-4.47684908923491312e+04,2.82958315199712117e+05,1.57229174872052271e-09
1.77753342899687152e+05,3.52073796692280448e+04,1.87653320521870744e+05,-1.04859041008967790e+05,-3.14067054219525366e+05,-3.04241945513473824e+05,3.22553997651180951e+05,1.34278815101586951e-09
1.08651232177477126e+05,2.35526850995281653e+05,2.40668417763932957e+05,-3.50262895378468093e+05,-2.28948272058622097e+05,-9.00387966225499840e+04,8.44034631229485531e+04,1.05956847671506080e-09
6.37106855127719755e+04,3.95347659092747053e+04,2.19837345502103679e+05,-1.46789128428519296e+05,-5.14554656532505687e+04,-3.91751922671981854e+05,2.66913719829601352e+05,1.79494652110830859e-09
3.45944771440638578e+04,3.42784814579857688e+05,1.88896953720123682e+05,-1.51277541629396845e+05,-1.14855861029151361e+05,-5.27255194153384888e+05,2.27112351367887866e+05,2.15544845908685728e-10
9.30631781702511653e+04,1.85802857182303211e+05,1.73881616321101814e+05,-8.89692878245129978e+04,-4.20605522036183043e+05,-2.77373581191779405e+05,3.34200739378819126e+05,3.41740286805352736e-10
1.98107485168087325e+05,8.69811235625676054e+04,2.19543264518808457e+05,-2.49476561343358306e+05,-3.97682390812778976e+04,-3.40662872810736764e+05,1.25275799985909573e+05,7.68609581464437647e-10
1.60920604205194308e+05,1.24672459742946492e+05,4.76254833840576175e+04,-5.11755885150644579e+05,-5.17227532457554626e+04,-9.59811628986161959e+04,3.26241253962817893e+05,5.98146616751653344e-10
1.72826435490095697e+05,1.43020032735098794e+05,2.85893223817348597e+05,-2.08414275328334596e+05,-8.74363418048619642e+04,-4.91130177898280905e+05,1.85241102988933912e+05,2.39222663354866345e-10
2.02911910594966292e+05,6.15362120912586688e+04,4.68021041742680944e+05,-9.80796301294412260e+04,-7.05516993289261358e+05,-1.50373502888693300e+05,2.21500961878490227e+05,7.02887948826084411e-10
1.49089505913797184e+04,1.69223106568107207e+05,8.84407405833780940e+04,-1.92302294043232308e+05,-6.06177213198223035e+04,-1.00296299964522623e+05,8.06435175847122155e+04,1.27250027384141426e-08
1.94976783959855180e+05,1.26103929900766001e+05,1.18719830880436522e+05,-3.81304998432053326e+04,-4.75414721479685744e+05,-2.09001462807854696e+05,2.82746139389687916e+05,1.60577292550651994e-09
8.75709062289511930e+04,1.19414863653823035e+05,1.55200504716698895e+05,-2.63178433308687061e+05,-1.30394789146083116e+05,-1.32234657110101107e+05,1.63621604965398059e+05,1.30236400723622239e-09
1.93382073472206452e+05,6.25780481517471489e+04,1.46522002014371159e+05,-4.48355091734755260e+05,-1.15353634666812752e+05,-2.02190896074424876e+05,3.63417498837668099e+05,3.69520650775278630e-10
3.56286695735972549e+05,3.16148750648507383e+05,4.51951144700243021e+04,-5.48874605386520969e+05,-2.63970917614830949e+05,-7.17594492392101820e+04,1.66974411386057705e+05,2.91898019296319019e-10
8.99757269112681679e+04,4.29173064767550444e+05,1.29016597691525923e+05,-1.85711898146007909e+05,-1.28794316119738825e+05,-6.58615537415850325e+05,3.24956362311252626e+05,6.64769837772370848e-11
4.57609375670223089e+05,1.58458572281675646e+05,4.35551163532216451e+04,-2.84502403962129378e+05,-4.00526197521004244e+05,-1.58146307941076899e+05,1.83551845119089878e+05,6.86974573530248083e-10
1.91708923493576935e+05,4.22824198392161168e+05,6.90383876083556388e+04,-1.13640871454912151e+05,-3.29120137568319740e+05,-5.06250410547948850e+05,2.65439910077087348e+05,1.89553259654741044e-10
9.56518803949811554e+04,2.75026942802000092e+05,1.06957042597971129e+05,-4.11351780838984778e+04,-1.37138197447954677e+05,-4.34622035748243798e+05,1.35259545485144568e+05,1.37165870334514217e-09
2.05696136895777367e+05,4.90339964706451210e+04,2.39985052485079999e+05,-2.55618647214484692e+05,-5.13637139863307937e+05,-9.99670471611309476e+04,3.74507648387420864e+05,6.75508579366030538e-10
2.82758132906429819e+05,2.03436668642034580e+05,1.41660112883643771e+05,-3.28303118533506291e+05,-5.02504334899842332e+05,-1.21057562599601180e+05,3.24010101600841735e+05,1.35378526483894394e-10
1.35569457062125381e+05,1.00095649572321476e+05,1.78151892275648483e+05,-2.47975629463063437e+05,-7.41046633634647442e+04,-4.03392481854766258e+05,3.11655775771199085e+05,2.67892544814750014e-10
3.13482100728649064e+05,2.72523906063209928e+05,1.28276054376085143e+05,-1.02350788180444346e+05,-4.23063947991100431e+05,-2.88619147577513242e+05,9.97518225811138836e+04,5.35073312147639169e-10
3.25709530955621507e+05,1.89905136531553057e+05,1.00854012369045129e+05,-4.33216633972591953e+05,-6.97778161054052471e+04,-3.21402756315263687e+05,2.07928526537041325e+05,1.73439616566222535e-10
3.51838701784513949e+05,2.72834934068520030e+05,4.49346369594555872e+04,-6.96568026569947018e+05,-9.04569509071979701e+04,-1.80680786416370538e+05,2.98097491081025859e+05,1.23562586088453542e-10
4.13513724263158045e+05,1.43900717481247499e+05,5.29767734736057901e+04,-4.01715577082714066e+05,-3.12743643381212431e+05,-2.01340054361251532e+05,3.05408059607167030e+05,2.79736515338866215e-10
2.64983453571620048e+05,9.46384840026762395e+04,1.78388455765334133e+05,-4.46196915868105716e+05,-2.78151367910781933e+05,-9.17960020172524964e+04,2.78133892456509871e+05,4.29968647010237462e-10
3.74675989260867645e+05,8.39433370912321843e+04,8.40266188729417772e+04,-1.69700452414845815e+05,-3.75278266182926367e+05,-1.10906527288203244e+05,1.13239300660933892e+05,2.21712868892481485e-09
