"s12","s13","s23","u1","u2","u3","Q2","madgraph_azimuthal_average","local_projected_matrix_element","signed_difference","relative_difference"
35110.46255769255,134202.17626456975,366695.9294384165,-125312.50104048883,-465687.9395937315,-64617.63456516193,119609.50693870336,1.9136719353503144e-9,1.9136719353503115e-9,-2.895132143935597e-24,"1.512867535158589e-15"
261455.0371223421,181031.43029754295,112995.2718860544,-198269.11376358528,-507480.8756560211,-90281.31062836939,240549.5607420361,7.5809890064669e-11,7.580989006466907e-11,6.462348535570529e-26,"8.524413542953129e-16"
114729.15628516578,120448.4193869996,422697.95867200266,-238138.2115126303,-73667.85496319542,-636079.7514295152,290010.2835611734,4.7829209922486405e-11,4.7829209922486334e-11,-7.108583389127582e-26,"1.486243113914695e-15"
87426.99113645458,116009.17380719184,416861.01683091786,-165998.83252150888,-140051.0517214648,-522625.95653942524,208378.6590078344,7.284128610545915e-11,7.284128610545942e-11,2.714186384939622e-25,"3.726164830491914e-15"
329302.41070892673,50969.26558079012,314938.98356603365,-133866.00309330586,-570707.305740596,-287929.99591889436,297292.64489704574,2.538194216464266e-11,2.538194216464255e-11,-1.0985992510469899e-25,"4.3282710358443386e-15"
119958.63245609075,134976.26524754456,233382.93691284407,-81200.75129095455,-467812.9435884456,-108624.22780138529,169320.08806430607,6.312811395821845e-10,6.312811395821807e-10,-3.825710333057753e-24,"6.06023226923873e-15"
63801.178093443494,220205.7268074782,91112.92001496944,-190103.9548999785,-119713.00641368804,-155046.91126980595,89744.04766758133,4.4164559671686335e-10,4.416455967168603e-10,-3.0502285087892896e-24,"6.9065072344529115e-15"
36474.55497628535,474665.97387171106,99786.83031989129,-611854.4062299638,-178158.39474525937,-140847.18643356525,319932.6282409007,2.5024286747224637e-11,2.502428674722454e-11,-9.693522803355793e-26,"3.873645990901567e-15"
161363.44727731842,177772.9196595564,365271.99479859404,-214709.22061369603,-379149.95214523195,-373503.0645043668,262953.87552782596,1.1907385305116518e-11,1.1907385305116466e-11,-5.169878828456423e-26,"4.341741445315424e-15"
144750.54574075498,405121.7243297106,32991.94908430739,-577432.3743488287,-40449.64451084833,-144062.98099752233,179080.7807024263,4.118798998113632e-11,4.1187989981136306e-11,-1.2924697071141057e-26,"3.1379771329119086e-16"
279308.73140241683,160384.31969322445,226672.72904593148,-250378.80966733646,-387681.451819681,-124905.98764032862,96600.46898577324,6.148460385182864e-11,6.14846038518285e-11,-1.2924697071141057e-25,"2.102103008143015e-15"
74790.11147403649,179399.65887275772,161395.92338794144,-64305.48292052167,-159271.208692369,-448723.01013998734,256714.00801814234,2.4578370762074875e-10,2.457837076207483e-10,-4.652890945610781e-25,"1.8930835532802376e-15"
79256.89969482642,265170.708808006,40948.571148265226,-516046.71558355587,-105009.94006091962,-37096.44947085327,272776.92546423094,8.60353888806775e-11,8.603538888067668e-11,-8.271806125530277e-25,"9.61442289405171e-15"
